Wavelength(nm)	n	k
1.82300e+04	3.47022e+00	3.20413e-04
1.82400e+04	3.47022e+00	3.20077e-04
1.82500e+04	3.47022e+00	3.19760e-04
1.82600e+04	3.47021e+00	3.19462e-04
1.82700e+04	3.47021e+00	3.19184e-04
1.82800e+04	3.47021e+00	3.18924e-04
1.82900e+04	3.47021e+00	3.18683e-04
1.83000e+04	3.47021e+00	3.18461e-04
1.83100e+04	3.47021e+00	3.18255e-04
1.83200e+04	3.47021e+00	3.18068e-04
1.83300e+04	3.47021e+00	3.17898e-04
1.83400e+04	3.47021e+00	3.17745e-04
1.83500e+04	3.47020e+00	3.17608e-04
1.83600e+04	3.47020e+00	3.17488e-04
1.83700e+04	3.47020e+00	3.17384e-04
1.83800e+04	3.47020e+00	3.17296e-04
1.83900e+04	3.47020e+00	3.17223e-04
1.84000e+04	3.47020e+00	3.17165e-04
1.84100e+04	3.47020e+00	3.17122e-04
1.84200e+04	3.47020e+00	3.17094e-04
1.84300e+04	3.47020e+00	3.17080e-04
1.84400e+04	3.47020e+00	3.17081e-04
1.84500e+04	3.47019e+00	3.17095e-04
1.84600e+04	3.47019e+00	3.17122e-04
1.84700e+04	3.47019e+00	3.17163e-04
1.84800e+04	3.47019e+00	3.17217e-04
1.84900e+04	3.47019e+00	3.17283e-04
1.85000e+04	3.47019e+00	3.17362e-04
1.85100e+04	3.47019e+00	3.17453e-04
1.85200e+04	3.47019e+00	3.17556e-04
1.85300e+04	3.47019e+00	3.17670e-04
1.85400e+04	3.47019e+00	3.17796e-04
1.85500e+04	3.47019e+00	3.17933e-04
1.85600e+04	3.47019e+00	3.18080e-04
1.85700e+04	3.47019e+00	3.18238e-04
1.85800e+04	3.47018e+00	3.18407e-04
1.85900e+04	3.47018e+00	3.18585e-04
1.86000e+04	3.47018e+00	3.18773e-04
1.86100e+04	3.47018e+00	3.18971e-04
1.86200e+04	3.47018e+00	3.19178e-04
1.86300e+04	3.47018e+00	3.19393e-04
1.86400e+04	3.47018e+00	3.19618e-04
1.86500e+04	3.47018e+00	3.19851e-04
1.86600e+04	3.47018e+00	3.20092e-04
1.86700e+04	3.47018e+00	3.20341e-04
1.86800e+04	3.47018e+00	3.20597e-04
1.86900e+04	3.47018e+00	3.20861e-04
1.87000e+04	3.47018e+00	3.21132e-04
1.87100e+04	3.47018e+00	3.21410e-04
1.87200e+04	3.47018e+00	3.21695e-04
1.87300e+04	3.47018e+00	3.21986e-04
1.87400e+04	3.47018e+00	3.22283e-04
1.87500e+04	3.47018e+00	3.22585e-04
1.87600e+04	3.47018e+00	3.22894e-04
1.87700e+04	3.47018e+00	3.23208e-04
1.87800e+04	3.47017e+00	3.23526e-04
1.87900e+04	3.47017e+00	3.23850e-04
1.88000e+04	3.47017e+00	3.24178e-04
1.88100e+04	3.47017e+00	3.24510e-04
1.88200e+04	3.47017e+00	3.24847e-04
1.88300e+04	3.47017e+00	3.25187e-04
1.88400e+04	3.47017e+00	3.25531e-04
1.88500e+04	3.47017e+00	3.25878e-04
1.88600e+04	3.47017e+00	3.26228e-04
1.88700e+04	3.47017e+00	3.26580e-04
1.88800e+04	3.47017e+00	3.26935e-04
1.88900e+04	3.47017e+00	3.27293e-04
1.89000e+04	3.47017e+00	3.27652e-04
1.89100e+04	3.47017e+00	3.28013e-04
1.89200e+04	3.47017e+00	3.28376e-04
1.89300e+04	3.47017e+00	3.28740e-04
1.89400e+04	3.47017e+00	3.29105e-04
1.89500e+04	3.47017e+00	3.29470e-04
1.89600e+04	3.47017e+00	3.29836e-04
1.89700e+04	3.47017e+00	3.30202e-04
1.89800e+04	3.47017e+00	3.30568e-04
1.89900e+04	3.47017e+00	3.30934e-04
1.90000e+04	3.47017e+00	3.31300e-04
1.90100e+04	3.47017e+00	3.31664e-04
1.90200e+04	3.47017e+00	3.32027e-04
1.90300e+04	3.47017e+00	3.32390e-04
1.90400e+04	3.47017e+00	3.32750e-04
1.90500e+04	3.47017e+00	3.33109e-04
1.90600e+04	3.47017e+00	3.33466e-04
1.90700e+04	3.47017e+00	3.33821e-04
1.90800e+04	3.47017e+00	3.34173e-04
1.90900e+04	3.47017e+00	3.34522e-04
1.91000e+04	3.47017e+00	3.34868e-04
1.91100e+04	3.47017e+00	3.35212e-04
1.91200e+04	3.47017e+00	3.35551e-04
1.91300e+04	3.47017e+00	3.35887e-04
1.91400e+04	3.47017e+00	3.36219e-04
1.91500e+04	3.47017e+00	3.36547e-04
1.91600e+04	3.47017e+00	3.36871e-04
1.91700e+04	3.47018e+00	3.37190e-04
1.91800e+04	3.47018e+00	3.37504e-04
1.91900e+04	3.47018e+00	3.37813e-04
1.92000e+04	3.47018e+00	3.38117e-04
1.92100e+04	3.47018e+00	3.38416e-04
1.92200e+04	3.47018e+00	3.38709e-04
1.92300e+04	3.47018e+00	3.38995e-04
1.92400e+04	3.47018e+00	3.39276e-04
1.92500e+04	3.47018e+00	3.39550e-04
1.92600e+04	3.47018e+00	3.39818e-04
1.92700e+04	3.47018e+00	3.40079e-04
1.92800e+04	3.47018e+00	3.40334e-04
1.92900e+04	3.47018e+00	3.40581e-04
1.93000e+04	3.47018e+00	3.40821e-04
1.93100e+04	3.47018e+00	3.41053e-04
1.93200e+04	3.47018e+00	3.41277e-04
1.93300e+04	3.47018e+00	3.41494e-04
1.93400e+04	3.47018e+00	3.41703e-04
1.93500e+04	3.47018e+00	3.41903e-04
1.93600e+04	3.47018e+00	3.42095e-04
1.93700e+04	3.47018e+00	3.42279e-04
1.93800e+04	3.47018e+00	3.42454e-04
1.93900e+04	3.47019e+00	3.42619e-04
1.94000e+04	3.47019e+00	3.42776e-04
1.94100e+04	3.47019e+00	3.42924e-04
1.94200e+04	3.47019e+00	3.43062e-04
1.94300e+04	3.47019e+00	3.43191e-04
1.94400e+04	3.47019e+00	3.43310e-04
1.94500e+04	3.47019e+00	3.43419e-04
1.94600e+04	3.47019e+00	3.43518e-04
1.94700e+04	3.47019e+00	3.43607e-04
1.94800e+04	3.47019e+00	3.43686e-04
1.94900e+04	3.47019e+00	3.43755e-04
1.95000e+04	3.47019e+00	3.43814e-04
1.95100e+04	3.47019e+00	3.43861e-04
1.95200e+04	3.47019e+00	3.43898e-04
1.95300e+04	3.47019e+00	3.43925e-04
1.95400e+04	3.47020e+00	3.43940e-04
1.95500e+04	3.47020e+00	3.43945e-04
1.95600e+04	3.47020e+00	3.43939e-04
1.95700e+04	3.47020e+00	3.43921e-04
1.95800e+04	3.47020e+00	3.43892e-04
1.95900e+04	3.47020e+00	3.43852e-04
1.96000e+04	3.47020e+00	3.43801e-04
1.96100e+04	3.47020e+00	3.43738e-04
1.96200e+04	3.47020e+00	3.43664e-04
1.96300e+04	3.47020e+00	3.43578e-04
1.96400e+04	3.47020e+00	3.43481e-04
1.96500e+04	3.47020e+00	3.43372e-04
1.96600e+04	3.47020e+00	3.43251e-04
1.96700e+04	3.47021e+00	3.43119e-04
1.96800e+04	3.47021e+00	3.42974e-04
1.96900e+04	3.47021e+00	3.42818e-04
1.97000e+04	3.47021e+00	3.42650e-04
1.97100e+04	3.47021e+00	3.42471e-04
1.97200e+04	3.47021e+00	3.42279e-04
1.97300e+04	3.47021e+00	3.42076e-04
1.97400e+04	3.47021e+00	3.41861e-04
1.97500e+04	3.47021e+00	3.41633e-04
1.97600e+04	3.47021e+00	3.41395e-04
1.97700e+04	3.47021e+00	3.41144e-04
1.97800e+04	3.47021e+00	3.40881e-04
1.97900e+04	3.47022e+00	3.40606e-04
1.98000e+04	3.47022e+00	3.40320e-04
1.98100e+04	3.47022e+00	3.40022e-04
1.98200e+04	3.47022e+00	3.39712e-04
1.98300e+04	3.47022e+00	3.39390e-04
1.98400e+04	3.47022e+00	3.39057e-04
1.98500e+04	3.47022e+00	3.38712e-04
1.98600e+04	3.47022e+00	3.38355e-04
1.98700e+04	3.47022e+00	3.37987e-04
1.98800e+04	3.47022e+00	3.37607e-04
1.98900e+04	3.47022e+00	3.37216e-04
1.99000e+04	3.47022e+00	3.36814e-04
1.99100e+04	3.47023e+00	3.36400e-04
1.99200e+04	3.47023e+00	3.35975e-04
1.99300e+04	3.47023e+00	3.35538e-04
1.99400e+04	3.47023e+00	3.35091e-04
1.99500e+04	3.47023e+00	3.34632e-04
1.99600e+04	3.47023e+00	3.34163e-04
1.99700e+04	3.47023e+00	3.33683e-04
1.99800e+04	3.47023e+00	3.33192e-04
1.99900e+04	3.47023e+00	3.32690e-04
2.00000e+04	3.47023e+00	3.32178e-04
